市区町村,種別,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
福岡県飯塚市,商業地,100,97.17675941,95.09001637,93.65793781,92.30769231,91.28477905,90.1391162,90.79378069,92.96235679,96.84942717,101.6366612
栃木県壬生町,商業地,100,97.75051125,95.91002045,94.47852761,93.25153374,91.61554192,89.36605317,88.34355828,88.1390593,87.93456033,87.93456033
静岡県吉田町,商業地,100,98.36400818,96.72801636,95.09202454,93.45603272,92.02453988,89.77505112,87.73006135,86.09406953,84.45807771,83.23108384
和歌山県みなべ町,商業地,100,97.13701431,94.47852761,92.22903885,90.38854806,88.75255624,87.11656442,85.4805726,84.04907975,83.23108384,82.82208589
静岡県浜松市浜名区,住宅地,100,99.76341542,99.75266158,99.65587698,99.49456931,99.40853855,98.25787719,98.07506183,98.18260028,98.48370793,98.78481557
福井県鯖江市,商業地,100,96.83350358,94.38202247,92.13483146,90.19407559,88.55975485,86.92543412,85.80183861,84.98467824,84.57609806,84.57609806
宮城県名取市,住宅地,100,102.6254376,105.9072345,111.5373396,119.6616103,129.331972,133.1826138,142.1820303,152.7712952,163.4043174,173.7310385
宮城県多賀城市,商業地,100,100.6122449,100.8163265,100.8163265,100.8163265,100.8163265,100.8163265,100.8163265,101.2244898,102.0408163,103.2653061
大分県杵築市,商業地,100,97.65306122,95.51020408,93.57142857,92.04081633,91.12244898,89.3877551,87.34693878,85.40816327,83.46938776,81.63265306
沖縄県宮古島市,商業地,100,100,100,103.1632653,106.5306122,138.877551,141.8367347,145.7142857,151.0204082,170.1020408,199.1836735
三重県桑名市,住宅地,100,99.62587579,99.29256513,99.10890416,99.02727706,99.10890416,98.55792123,98.34705122,98.60553704,99.30616965,100.2788926
愛知県蒲郡市,工業地,100,97.14576962,95.41284404,94.29153925,94.08766565,94.08766565,93.37410805,93.67991845,93.88379205,94.39347604,94.90316004
奈良県五條市,商業地,100,97.65545362,95.82059123,93.67991845,91.43730887,89.29663609,86.74821611,84.30173293,81.85524975,79.51070336,77.26809378
北海道室蘭市,商業地,100,98.20700896,95.6397718,93.4392828,91.93154034,90.62754686,89.36430318,86.87856561,83.82233089,81.13284434,79.09535452
山口県光市,商業地,100,98.57723577,97.56097561,97.56097561,97.56097561,97.56097561,97.56097561,97.56097561,97.56097561,97.56097561,97.56097561
大分県津久見市,商業地,100,96.34888438,93.10344828,89.65517241,87.01825558,84.78701826,82.35294118,80.52738337,78.70182556,77.07910751,75.86206897
茨城県つくば市,住宅地,100,99.60932017,99.26932734,98.86773031,98.53709509,98.44819788,98.24155087,98.50278389,99.71537298,102.082846,107.8128168
千葉県香取市,商業地,100,99.66216216,99.39189189,99.25675676,99.18918919,99.18918919,99.18918919,99.25675676,99.32432432,99.45945946,99.66216216
愛知県豊田市,工業地,100,100.8906883,101.8218623,102.7935223,104.291498,105.9109312,104.3319838,105.6680162,109.2712551,113.5222672,120.0404858
高知県香美市,住宅地,100,100.4042446,100.4042446,100.4042446,100.4042446,100.353714,100.0505306,99.74734715,99.49469429,99.29257201,99.14098029
岡山県早島町,住宅地,100,100.7392473,101.5456989,102.2849462,103.2930108,104.9731183,105.8467742,106.3844086,108.8709677,112.3655914,115.9274194
岐阜県各務原市,住宅地,100,99.63369963,99.01098901,98.38827839,97.74725275,97.21611722,96.26373626,95.73260073,95.38461538,95.32967033,95.36630037
福岡県篠栗町,住宅地,100,100.066912,101.3047842,103.8808966,110.7728337,121.8802275,127.0324523,134.9949816,144.0950151,154.7005688,167.4138508
富山県氷見市,商業地,100,98.19639279,96.19238477,94.18837675,92.18436874,90.18036072,88.17635271,86.17234469,84.16833667,82.16432866,79.55911824
宮城県名取市,商業地,100,101.8018018,104.2542543,107.7577578,114.8648649,124.1241241,126.7267267,133.5335335,145.1451451,156.9069069,169.1691692
山形県山形市,住宅地,100,101.7857143,104.148181,106.998669,110.5922804,114.8181012,118.5226264,121.8833185,124.9001775,126.4196983,127.4733807
和歌山県那智勝浦町,商業地,100,95.60878244,91.61676647,88.0239521,85.22954092,83.43313373,81.83632735,79.84031936,78.44311377,77.44510978,76.64670659
沖縄県糸満市,住宅地,100,101.3960909,103.5101715,107.140008,113.3226964,134.7028321,137.6545672,140.8855205,144.9541284,154.8863183,166.6134822
群馬県前橋市,住宅地,100,99.76322512,99.73207053,99.71337778,99.62614493,99.52645025,99.16505701,98.92205122,98.72266185,98.68527634,98.84104929
高知県いの町,住宅地,100,99.46843854,99.13621262,98.80398671,98.60465116,98.53820598,98.33887043,98.27242525,98.20598007,98.13953488,98.0730897
福岡県久留米市,住宅地,100,100.3981156,100.8824895,101.5924623,102.4616814,104.08732,104.724305,106.0911685,108.148099,111.1074249,114.0866565
大阪府太子町,住宅地,100,98.94004637,97.68135144,96.52202716,95.56144419,94.66710831,93.50778403,92.87843657,92.58032461,92.34845975,92.21596555
鹿児島県西之表市,商業地,100,96.02780536,92.94935452,90.56603774,88.77855015,87.38828203,85.79940417,84.80635551,85.10427011,86.49453823,89.67229394
新潟県上越市,商業地,100,96.71015315,93.44866704,90.41406693,87.54963131,85.25241066,82.81338627,80.60124787,78.50255247,76.6591038,75.01418037
福岡県水巻町,商業地,100,98.61111111,97.61904762,96.82539683,96.82539683,96.82539683,96.62698413,97.02380952,99.20634921,102.1825397,106.1507937
大分県玖珠町,商業地,100,97.62376238,96.03960396,95.04950495,94.05940594,93.06930693,91.28712871,89.5049505,87.92079208,86.73267327,85.74257426
岐阜県北方町,住宅地,100,99.67061924,99.34123847,98.94598155,98.55072464,97.82608696,96.04743083,94.86166008,94.20289855,93.93939394,94.46640316
富山県小矢部市,商業地,100,99.40711462,98.81422925,98.41897233,98.02371542,97.6284585,97.43083004,97.33201581,97.23320158,97.13438735,97.03557312
埼玉県小川町,商業地,100,98.91411649,97.72951629,96.54491609,95.16288253,93.38598223,92.9911155,93.18854886,92.69496545,92.49753208,92.30009872
長野県岡谷市,商業地,100,97.63546798,95.4679803,93.49753695,91.72413793,89.65517241,87.38916256,85.22167488,83.44827586,81.87192118,80.2955665
北海道札幌市北区,住宅地,100,102.0170072,104.2414186,107.8087732,114.2071969,123.7063155,130.4210308,141.3356839,158.9391268,172.72633,178.1136576
佐賀県武雄市,商業地,100,99.21259843,98.81889764,98.42519685,98.42519685,98.03149606,97.73622047,96.65354331,95.76771654,94.98031496,93.99606299
千葉県野田市,工業地,100,101.2782694,101.8682399,105.3097345,107.4729597,110.2261554,114.5526057,119.6656834,134.7099312,154.1789577,169.9115044
長崎県長与町,住宅地,100,99.95083579,100.5408063,101.425762,102.605703,104.1789577,104.6214356,105.9488692,107.5712881,109.4886922,111.5044248
福岡県北九州市八幡西区,住宅地,100,99.52696892,99.74812631,100.423885,101.41295,102.6968915,103.6368104,105.0129008,107.1261826,110.0995208,114.0004915
滋賀県甲賀市,商業地,100,99.01768173,97.93713163,96.85658153,95.67779961,95.77603143,95.18664047,94.69548134,95.38310413,96.26719057,97.4459725
千葉県千葉市稲毛区,工業地,100,100.6535948,101.3071895,100.9803922,100.5228758,100.5882353,100.1960784,100.5228758,102.6143791,106.0784314,111.2418301
愛知県大府市,工業地,100,101.5686275,102.9411765,104.5098039,107.4509804,109.8039216,108.8235294,111.7647059,116.6666667,122.5490196,132.3529412
石川県七尾市,商業地,100,98.82352941,97.45098039,95.78431373,94.21568627,92.05882353,89.80392157,88.23529412,87.25490196,86.56862745,78.03921569
神奈川県秦野市,工業地,100,99.51028404,99.51028404,99.90205681,100.7835455,102.7424094,103.7218413,105.3868756,108.5210578,113.6141038,120.6660137
愛知県犬山市,工業地,100,99.21722114,99.02152642,99.02152642,99.02152642,99.02152642,98.23874755,98.63013699,99.80430528,100.3913894,100.7827789
高知県須崎市,商業地,100,97.06457926,94.6183953,92.36790607,90.4109589,88.84540117,86.6927593,84.83365949,83.07240705,81.60469667,80.33268102
静岡県磐田市,住宅地,100,99.03159542,98.19035508,97.60344322,97.23173237,96.88936711,95.88183508,95.50034237,95.53946982,96.04812677,96.43940135
広島県呉市,工業地,100,98.76140808,97.9791395,98.43546284,99.47848761,100.1303781,98.95697523,97.71838331,96.67535854,96.2190352,96.02346806
滋賀県近江八幡市,住宅地,100,99.47245018,98.96443923,98.74951153,98.92536147,98.90582259,98.18288394,98.08518953,98.57366159,99.60922235,101.0355608
長野県佐久市,商業地,100,97.95021962,96.43728648,95.41239629,94.82674475,94.53391898,94.24109322,94.09468033,93.99707174,93.94826745,93.94826745
岡山県新見市,商業地,100,97.46588694,95.32163743,93.37231969,91.42300195,89.66861598,88.49902534,87.3294347,86.15984405,85.38011696,84.99025341
埼玉県日高市,住宅地,100,99.46432919,98.97735573,98.44168493,98.10080351,97.66252739,96.56683711,96.07986365,95.86072559,96.10421232,96.44509374
千葉県木更津市,商業地,100,102.3156256,104.6896283,107.2387624,109.7295194,112.3564896,113.3294415,114.594279,116.8904456,120.3541545,124.8686515
長崎県佐々町,商業地,100,99.02723735,98.83268482,98.83268482,98.83268482,98.83268482,99.02723735,99.41634241,100.1945525,101.3618677,103.5019455
島根県出雲市,商業地,100,97.76409592,96.2734932,95.3661698,94.71808166,94.32922878,93.87556708,93.58392741,93.45430979,93.58392741,93.71354504
山梨県昭和町,住宅地,100,99.35233161,98.70466321,98.38082902,98.83419689,99.80569948,100.4533679,102.2020725,103.5621762,104.6632124,105.7642487
奈良県生駒市,工業地,100,100.9708738,101.9417476,104.8543689,112.6213592,121.1650485,124.2718447,129.7087379,134.7572816,140.1941748,146.0194175
熊本県熊本市西区,工業地,100,100.9708738,101.9417476,102.9126214,104.0776699,105.0485437,105.0485437,105.0485437,105.8252427,106.7961165,108.3495146
愛媛県大洲市,住宅地,100,96.02520601,92.14735822,89.14202618,85.94280175,83.71303926,81.38633059,79.10809501,77.65390208,76.29665536,75.23024721
島根県松江市,住宅地,100,98.76666471,98.08539379,97.75063135,97.82110765,98.11475891,98.30856874,98.64333118,99.31285605,100.3993657,101.5974629
静岡県浜松市天竜区,商業地,100,99.03100775,98.0620155,96.89922481,92.24806202,89.14728682,86.24031008,83.52713178,81.20155039,79.45736434,77.51937984
広島県広島市安佐南区,工業地,100,105.2224371,110.4448743,116.0541586,122.0502901,128.0464217,131.9148936,136.3636364,141.1992263,146.2282398,151.6441006
埼玉県東松山市,住宅地,100,99.48503379,99.11490183,100.1126489,100.3057612,100.4988735,100.2252977,100.6919858,101.0782105,101.4644351,101.4161571
埼玉県行田市,商業地,100,97.81209781,96.3963964,94.65894466,93.30759331,92.53539254,91.50579151,90.02574003,88.61003861,87.83783784,87.45173745
兵庫県宍粟市,商業地,100,98.26254826,96.52509653,94.78764479,92.66409266,90.54054054,88.41698842,86.29343629,85.32818533,85.32818533,85.32818533
熊本県菊陽町,商業地,100,100.3861004,101.3513514,102.3166023,104.2471042,108.1081081,111.003861,115.8301158,140.9266409,184.3629344,241.3127413
石川県白山市,商業地,100,96.2391514,95.17839923,94.59980714,94.59980714,95.27483124,94.79267117,94.79267117,95.75699132,96.72131148,98.07135969
新潟県湯沢町,商業地,100,94.79768786,90.55876686,87.28323699,85.35645472,85.35645472,83.62235067,82.46628131,81.88824663,81.88824663,83.04431599
香川県善通寺市,商業地,100,97.79270633,96.16122841,94.81765835,93.95393474,93.09021113,91.84261036,90.5950096,89.73128599,89.05950096,88.57965451
岐阜県大垣市,住宅地,100,99.33717077,98.77027734,98.32548404,97.8021978,97.16553288,95.8137101,94.87179487,94.1304727,93.59846503,93.24960754
長野県長野市,住宅地,100,99.70483144,99.79286417,100.051784,100.4556988,100.6369427,100.6110507,100.7353322,101.1858526,101.8616333,102.7031226
福岡県宗像市,商業地,100,99.80842912,99.80842912,99.80842912,99.80842912,99.80842912,99.80842912,101.1494253,102.8735632,104.9808429,109.1954023
北海道帯広市,商業地,100,99.44989237,98.56493662,97.8234872,97.53647453,97.6082277,98.68452523,100.9327912,106.218608,113.8483616,122.0999761
鹿児島県霧島市,商業地,100,96.5880102,94.06887755,92.21938776,90.78443878,89.89158163,88.99872449,88.39285714,88.23341837,88.16964286,88.74362245
熊本県熊本市南区,住宅地,100,100.5878895,100.7054674,101.7930629,103.409759,105.0705467,105.7613169,106.452087,107.4074074,109.5385068,112.3162845
長崎県平戸市,商業地,100,97.90076336,95.89694656,94.17938931,93.12977099,92.27099237,91.31679389,90.36259542,89.59923664,89.50381679,89.69465649
岐阜県瑞穂市,住宅地,100,99.61868446,99.26914522,98.95138227,98.7289482,98.50651414,97.90276454,97.99809342,98.09342231,98.44296155,99.04671115
長崎県島原市,商業地,100,97.80743565,95.71020019,94.08960915,93.04099142,92.08770257,91.13441373,90.27645377,89.60915157,88.94184938,88.36987607
岐阜県羽島市,商業地,100,99.00914634,98.32317073,97.67530488,97.25609756,96.72256098,95.99847561,95.50304878,95.54115854,95.6554878,95.61737805
兵庫県三木市,商業地,100,99.71428571,99.71428571,99.80952381,99.80952381,99.80952381,99.71428571,99.61904762,99.61904762,100,100.7619048
千葉県館山市,商業地,100,100,100,100,100,100,99.61977186,99.61977186,99.61977186,99.80988593,100
愛知県美浜町,商業地,100,97.33840304,93.53612167,89.92395437,86.31178707,83.17490494,79.27756654,75.47528517,72.33840304,69.29657795,67.30038023
岩手県北上市,商業地,100,96.83343889,94.30018999,92.59024699,92.59024699,94.23685877,94.23685877,94.23685877,93.73020899,93.16022799,93.4768841
富山県黒部市,商業地,100,100.3791469,100.3791469,100.0947867,99.52606635,98.67298578,96.01895735,94.02843602,93.17535545,92.32227488,91.46919431
奈良県奈良市,工業地,100,100.4725898,101.1342155,101.8903592,103.3081285,105.2930057,106.4272212,108.3175803,110.2079395,112.5708885,115.973535
埼玉県杉戸町,住宅地,100,99.85822306,99.71644612,99.57466919,99.43289225,99.29111531,98.96030246,98.77126654,98.72400756,98.67674858,98.67674858
新潟県加茂市,商業地,100,95.65217391,91.87145558,88.46880907,85.63327032,83.74291115,81.85255198,80.15122873,78.54442344,77.12665406,75.80340265
岡山県浅口市,商業地,100,97.54253308,95.84120983,94.89603025,94.89603025,94.89603025,94.89603025,94.89603025,94.89603025,95.08506616,96.40831758
大阪府忠岡町,工業地,100,99.81132075,99.62264151,99.62264151,99.62264151,100.3773585,99.62264151,100.3773585,101.8867925,105.6603774,109.4339623
宮崎県延岡市,商業地,100,97.71388169,96.29978789,95.16851284,94.20221541,93.37732736,92.55243931,91.93966533,91.49186896,91.18548197,90.90266321
岩手県釜石市,商業地,100,100,100,94.72693032,92.2787194,92.09039548,91.14877589,90.20715631,89.45386064,88.70056497,88.70056497
兵庫県養父市,商業地,100,96.04519774,92.09039548,88.13559322,84.36911488,80.41431262,77.21280603,74.7645951,72.88135593,71.56308851,70.99811676
兵庫県朝来市,住宅地,100,94.17293233,88.53383459,83.08270677,78.57142857,75.56390977,73.12030075,71.2406015,69.73684211,69.73684211,69.73684211
埼玉県滑川町,住宅地,100,99.7746902,99.73713857,99.6620353,100,100.1877582,99.8873451,99.84979347,99.8873451,99.84979347,99.81224183
埼玉県熊谷市,住宅地,100,99.42968877,98.9897344,98.86752485,99.07935473,99.33192113,99.18526968,99.2423008,99.7555809,100.6029004,101.6864918
熊本県宇城市,商業地,100,99.81308411,99.62616822,99.62616822,99.62616822,99.62616822,99.62616822,99.62616822,100,100.3738318,100.7476636
奈良県三宅町,住宅地,100,99.72001867,99.48670089,98.88007466,98.22678488,97.52683154,96.7335511,95.9869342,95.24031731,94.3070462,93.23378441
宮城県松島町,商業地,100,99.16044776,98.13432836,97.10820896,96.08208955,95.14925373,91.51119403,87.40671642,85.35447761,84.42164179,83.76865672
静岡県焼津市,住宅地,100,97.51014588,95.21772513,93.27629703,91.65295602,90.43545026,88.39530547,87.2765164,86.51968849,86.10288472,85.99319952
愛媛県東温市,住宅地,100,96.98099143,93.85016772,91.20387626,89.71300783,88.40849795,87.17853149,86.06038017,85.27767425,84.64405516,84.34588148
兵庫県南あわじ市,商業地,100,97.3308504,95.15828678,92.92364991,90.68901304,88.14400993,85.59900683,83.4264432,81.19180633,79.45375543,78.58472998
岡山県備前市,商業地,100,97.08255742,94.04096834,91.37181875,89.07510863,87.21291124,85.41278709,83.86095593,82.24705152,80.81936685,79.32960894
北海道旭川市,商業地,100,100.9041752,100.8421239,100.8155305,100.7978016,101.4537718,99.67201489,98.31575215,98.5639571,98.75897527,98.94512898
広島県大竹市,住宅地,100,97.53373662,96.51000465,95.81200558,95.57933923,96.55653792,96.69613774,97.02187064,97.67333644,98.27826896,99.06933457
福岡県新宮町,住宅地,100,102.7579795,106.7555005,111.5277347,117.5085218,124.9457701,130.740626,140.6879455,151.7198637,165.0449334,177.0374961
兵庫県香美町,商業地,100,96.09665428,90.7063197,85.68773234,81.04089219,76.57992565,72.49070632,68.7732342,66.17100372,64.68401487,63.56877323
福井県福井市,住宅地,100,99.24602524,98.84171994,98.6341037,98.49205048,98.36092444,98.0057914,97.91837404,98.01671857,98.39916954,99.12036278
愛知県豊川市,工業地,100,99.16589435,97.49768304,95.64411492,95.18072289,95.64411492,95.64411492,96.8489342,98.23911029,100,101.3901761
千葉県習志野市,工業地,100,101.8518519,103.7037037,105.5555556,107.4074074,110.1851852,111.1111111,114.2592593,119.4444444,127.037037,137.037037
岡山県津山市,商業地,100,96.58040665,94.17744917,92.74491682,91.40480591,90.57301294,89.46395564,88.40110906,87.43068392,86.82994455,86.5064695
長野県須坂市,商業地,100,96.95290859,95.19852262,94.18282548,93.44413666,92.70544783,91.59741459,90.67405355,89.93536473,89.47368421,89.289012
奈良県桜井市,住宅地,100,99.50799508,99.04674047,98.58548585,98.10885609,97.63222632,97.1402214,96.72509225,96.32533825,95.9102091,95.49507995
鳥取県米子市,商業地,100,98.49369812,97.6329542,97.2948048,97.20258223,97.20258223,95.94220719,94.86627728,93.79034737,92.86812173,92.13034122
福岡県北九州市小倉南区,住宅地,100,99.94136862,100.0251277,100.2010219,100.5695619,101.1977553,101.315018,102.3620069,103.5430103,104.7993969,106.1562945
兵庫県西脇市,商業地,100,99.26335175,98.5267035,97.97421731,97.60589319,97.42173112,97.23756906,97.053407,96.86924494,96.86924494,96.86924494
福島県会津若松市,商業地,100,100,100,100,100,99.92117709,98.42354178,97.13610089,95.42827115,94.79768786,94.92905938
山梨県山梨市,商業地,100,95.95588235,92.64705882,90.34926471,88.97058824,87.5,85.66176471,84.19117647,83.27205882,82.53676471,82.07720588
大阪府枚方市,工業地,100,101.1635028,102.6944274,105.3276179,114.513166,132.2718922,137.7832211,159.2161666,181.8738518,200.8573178,225.3521127
沖縄県うるま市,商業地,100,100.4286589,100.5511329,101.7146356,104.898959,108.0220453,107.2259645,107.2872015,109.614207,115.0642988,120.8818126
大阪府田尻町,住宅地,100,100,100,100,99.87760098,99.75520196,99.63280294,99.51040392,99.3880049,99.32680539,99.3880049
岐阜県郡上市,住宅地,100,98.89908257,98.16513761,97.6146789,97.06422018,96.42201835,94.03669725,93.39449541,92.93577982,92.75229358,92.66055046
広島県江田島市,商業地,100,94.31192661,90.09174312,85.87155963,81.55963303,77.33944954,73.11926606,68.71559633,64.49541284,61.46788991,58.80733945
群馬県高崎市,住宅地,100,100.1783349,100.5502904,101.085295,101.7833486,102.7463569,102.965454,103.0367879,103.2202181,103.6380312,104.4277999
兵庫県神戸市西区,工業地,100,100,100,101.2820513,102.8571429,104.9450549,107.0695971,110.2564103,114.8717949,122.7472527,131.2454212
奈良県天理市,住宅地,100,99.62071671,99.20219723,98.80983521,98.43055192,98.05126864,97.63274915,97.31885953,97.10959979,96.92649752,96.66492284
沖縄県北中城村,住宅地,100,103.9658328,109.9450885,117.8767541,133.9841367,144.6613789,144.6613789,148.3831605,155.8267236,163.7583893,176.9981696
大分県佐伯市,商業地,100,97.34917733,94.9725777,93.60146252,92.77879342,91.95612431,90.49360146,89.21389397,88.11700183,87.29433272,86.74588665
茨城県龍ケ崎市,商業地,100,99.59795322,99.5248538,99.5248538,99.59795322,99.59795322,99.30555556,99.01315789,98.75730994,98.83040936,99.26900585
福岡県志免町,住宅地,100,100.6090134,103.2582217,108.952497,117.6309379,128.8976857,130.4811206,135.5359318,141.5347138,148.8733252,157.5213155
大分県豊後大野市,商業地,100,98.63013699,98.08219178,97.62557078,97.16894977,96.80365297,96.07305936,94.79452055,94.52054795,94.24657534,94.06392694
岩手県一関市,商業地,100,97.26277372,95.4379562,93.61313869,90.69343066,87.95620438,86.49635036,84.8540146,83.39416058,81.93430657,81.02189781
愛知県春日井市,工業地,100,100.6682868,101.3365735,102.2478736,103.4629405,104.6780073,104.2527339,104.9210207,106.8043742,109.0522479,112.5759417
長野県諏訪市,商業地,100,97.17668488,94.99089253,92.98724954,91.07468124,89.07103825,86.79417122,84.51730419,82.60473588,80.87431694,79.23497268
新潟県見附市,商業地,100,96.90909091,93.81818182,91.09090909,88.54545455,86.18181818,83.63636364,81.27272727,78.90909091,76.72727273,74.36363636
大阪府熊取町,住宅地,100,99.24704661,98.32532779,97.50746462,96.6766195,95.72893678,94.83318188,93.93742698,93.0935999,92.27573673,91.49681942
山梨県富士河口湖町,商業地,100,99.7277677,99.45553539,99.45553539,99.45553539,102.3593466,101.814882,101.6333938,101.6333938,102.5408348,104.446461
静岡県下田市,住宅地,100,98.54897219,96.79564692,95.22370012,93.65175333,92.01934704,90.32648126,88.69407497,87.36396614,86.51753325,85.97339782
熊本県熊本市西区,住宅地,100,99.72821984,99.60742866,99.69802204,99.9698022,100.1207912,100,100.0150989,100.3925713,101.0720217,101.9024611
埼玉県秩父市,住宅地,100,99.59257583,99.18515165,99.04934359,98.91353554,98.77772748,98.46084201,98.18922589,98.09868719,98.09868719,98.09868719
山梨県韮崎市,商業地,100,96.92307692,95.38461538,93.93665158,93.12217195,92.30769231,91.40271493,90.49773756,89.59276018,88.68778281,88.05429864
高知県土佐市,商業地,100,97.73755656,95.92760181,94.57013575,93.4841629,92.57918552,91.40271493,90.31674208,89.32126697,88.68778281,88.23529412
高知県南国市,住宅地,100,99.6836873,99.63849977,99.59331225,99.81924989,100.4066878,100.5874379,101.3104383,102.1238138,103.3438771,104.789878
沖縄県沖縄市,住宅地,100,101.9578313,106.3253012,112.5301205,124.246988,139.0060241,141.2650602,146.1445783,149.5180723,154.3975904,161.0240964
香川県高松市,住宅地,100,99.61078565,99.86758687,100.6781157,101.7293957,103.0976647,103.0695771,103.0254394,103.5751545,104.3977209,105.5252387
静岡県伊東市,住宅地,100,99.31457431,98.77344877,98.26839827,97.83549784,97.4025974,96.68109668,95.52669553,94.80519481,94.33621934,93.97546898
宮城県多賀城市,住宅地,100,100.8111031,101.8565249,103.1002163,104.9927902,106.8312906,107.0836337,110.0576784,115.6993511,123.7382841,133.6337419
神奈川県中井町,住宅地,100,96.22302158,92.8057554,90.40767386,88.42925659,86.69064748,84.83213429,83.7529976,83.21342926,83.21342926,83.15347722
岡山県総社市,商業地,100,99.10071942,98.92086331,98.92086331,99.55035971,100.7194245,100.8992806,101.7985612,104.4964029,107.2841727,110.1618705
沖縄県読谷村,商業地,100,100.1798561,105.2158273,110.6115108,117.9856115,140.1079137,141.5467626,141.5467626,141.5467626,142.6258993,143.8848921
沖縄県与那原町,住宅地,100,100.2692998,102.4236984,105.1166966,110.2333932,116.6068223,116.9658887,119.6588869,124.7755835,133.7522442,143.1777379
福井県高浜町,商業地,100,98.92280072,97.84560144,96.40933573,94.07540395,91.56193896,89.04847397,86.53500898,84.73967684,83.12387792,81.68761221
滋賀県湖南市,商業地,100,99.82078853,99.10394265,98.56630824,98.29749104,98.11827957,97.13261649,96.77419355,96.41577061,96.59498208,96.59498208
岡山県井原市,商業地,100,97.04301075,94.26523297,91.66666667,89.33691756,87.3655914,85.5734767,83.96057348,83.15412186,82.52688172,81.63082437
兵庫県赤穂市,住宅地,100,98.90876565,97.5313059,95.54561717,93.02325581,90.4293381,87.51341682,84.50805009,82.37924866,81.03756708,79.78533095
三重県熊野市,商業地,100,95.62109026,90.79535299,86.50580876,83.73547811,81.68007149,79.62466488,77.74798928,76.3181412,75.51385165,74.79892761
兵庫県相生市,商業地,100,96.60714286,92.85714286,88.92857143,85,80.35714286,75.53571429,71.25,69.10714286,67.5,65.89285714
香川県坂出市,商業地,100,97.08081168,95.01601994,94.23282307,93.6988252,93.2004272,91.81203275,90.56603774,89.56924172,88.78604486,88.03844785
愛媛県伊予市,住宅地,100,97.28768341,94.79768786,92.75233437,91.5518008,90.52912406,89.72876834,88.97287683,88.35037795,87.86127168,87.68341485
千葉県銚子市,商業地,100,99.40758294,98.87440758,98.22274882,97.57109005,96.80094787,95.97156398,95.2014218,92.71327014,90.3436019,87.67772512
鹿児島県鹿児島市,工業地,100,98.22301199,97.02354509,96.53487339,96.26832519,96.75699689,96.93469569,97.46779209,98.13416259,99.4669036,101.3771657
栃木県下野市,商業地,100,99.11190053,98.57904085,98.57904085,98.57904085,98.57904085,97.86856128,97.86856128,97.86856128,97.86856128,97.86856128
兵庫県新温泉町,商業地,100,95.55950266,90.94138544,85.96802842,81.34991119,76.73179396,72.11367673,68.02841918,65.71936057,63.94316163,62.87744227
静岡県湖西市,住宅地,100,99.39641399,99.07686845,98.73957039,98.63305521,98.5087875,97.5501509,97.30161548,97.51464584,98.63305521,99.46742411
長野県下諏訪町,商業地,100,97.5177305,95.56737589,93.79432624,92.0212766,90.07092199,87.94326241,85.9929078,84.21985816,82.62411348,81.38297872
岐阜県土岐市,商業地,100,99.91134752,99.73404255,99.73404255,99.73404255,99.20212766,98.31560284,98.04964539,97.96099291,97.96099291,98.13829787
広島県竹原市,商業地,100,96.27989371,93.62267493,92.02834367,90.69973428,89.63684677,88.75110717,88.13108946,87.24534987,86.44818423,86.0938884
栃木県高根沢町,商業地,100,98.9380531,98.5840708,98.5840708,98.5840708,98.5840708,98.05309735,97.87610619,97.69911504,97.69911504,97.69911504
山梨県甲斐市,商業地,100,98.9380531,98.05309735,96.99115044,95.75221239,95.22123894,94.51327434,94.15929204,94.15929204,94.15929204,94.51327434
奈良県葛城市,住宅地,100,99.41933855,98.81343095,98.10653875,97.5258773,96.970462,96.36455441,95.75864681,95.20323151,94.84978541,94.57207776
愛知県愛西市,住宅地,100,100.0589044,100.0589044,99.86255645,99.48949539,97.60455527,96.40683291,95.68034557,95.30728451,95.48399764,95.26801492
愛媛県愛南町,商業地,100,96.64310954,93.28621908,90.45936396,87.98586572,86.04240283,84.09893993,82.33215548,80.74204947,79.32862191,77.91519435
大分県臼杵市,商業地,100,96.70200236,94.28739694,92.69729093,91.75500589,90.87161366,89.4581861,88.04475854,86.80800942,85.98351001,85.45347468
新潟県小千谷市,商業地,100,96.11992945,92.59259259,89.24162257,86.24338624,83.5978836,80.95238095,78.48324515,76.01410935,73.72134039,71.60493827
岡山県高梁市,商業地,100,98.17754262,96.2962963,94.59141681,93.00411523,91.41681364,89.82951205,88.41857731,87.12522046,86.0670194,85.18518519
福岡県行橋市,商業地,100,100,100.5291005,101.0582011,101.5873016,102.1164021,102.1164021,103.1746032,104.9382716,106.70194,108.6419753
山梨県都留市,商業地,100,98.94366197,98.06338028,97.27112676,96.56690141,96.03873239,95.51056338,95.07042254,94.71830986,94.54225352,94.36619718
佐賀県嬉野市,商業地,100,95.95070423,94.71830986,94.01408451,94.01408451,93.66197183,93.13380282,92.25352113,91.54929577,91.1971831,91.1971831
石川県加賀市,商業地,100,101.754386,103.9473684,104.8245614,103.9473684,102.6315789,100,96.49122807,95.61403509,95.61403509,100
高知県四万十市,商業地,100,97.98245614,96.66666667,96.05263158,95.52631579,95,94.29824561,93.68421053,93.24561404,92.89473684,92.63157895
山梨県大月市,住宅地,100,98.94859813,97.95560748,97.07943925,96.4953271,95.96962617,95.21028037,94.50934579,93.80841121,93.10747664,92.46495327
