市区町村,種別,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
福島県矢吹町,住宅地,100,100,100.2227171,100.4454343,100.6681514,100.6681514,100.2227171,100,100,101.55902,103.3407572
秋田県にかほ市,商業地,100,95.76837416,92.42761693,90.64587973,89.30957684,88.41870824,87.52783964,86.63697105,86.4142539,86.19153675,85.9688196
北海道札幌市手稲区,工業地,100,100,100.2222222,100.4444444,101.1111111,102,102.4444444,107.7777778,120,137.7777778,152.2222222
茨城県五霞町,住宅地,100,99.25925926,98.66666667,98.22222222,97.77777778,97.18518519,96.44444444,95.55555556,95.11111111,94.51851852,93.77777778
北海道足寄町,商業地,100,96.44444444,91.11111111,87.11111111,82.66666667,78.22222222,73.33333333,68.88888889,67.11111111,64.44444444,60.44444444
山形県白鷹町,商業地,100,97.77777778,95.55555556,93.33333333,91.11111111,88.88888889,86.66666667,84.44444444,82.66666667,81.33333333,80.44444444
宮城県栗原市,商業地,100,97.56097561,95.45454545,94.345898,92.90465632,91.35254989,89.80044346,88.13747228,86.80709534,85.69844789,84.81152993
石川県加賀市,住宅地,100,97.65674478,95.94680177,94.30018999,92.27359088,90.18366054,87.90373654,85.81380621,83.66054465,82.83723876,81.91893604
茨城県常陸太田市,住宅地,100,97.67570559,95.97675706,94.72053127,93.74100719,92.98284449,92.10846707,91.57166574,91.22302158,90.92971776,90.63641395
千葉県君津市,工業地,100,100,100,100,100,100,100,100,100,100.4424779,101.3274336
宮城県大衡村,住宅地,100,100,101.7699115,103.9823009,108.8495575,112.8318584,116.3716814,120.7964602,123.8938053,127.4336283,130.9734513
福島県石川町,住宅地,100,99.55752212,99.11504425,98.2300885,97.34513274,96.01769912,94.69026549,93.36283186,92.47787611,91.59292035,91.15044248
青森県五戸町,商業地,100,96.90265487,94.69026549,92.92035398,91.59292035,90.26548673,88.9380531,87.61061947,86.28318584,84.95575221,83.62831858
千葉県東庄町,商業地,100,99.55752212,99.11504425,98.67256637,98.2300885,97.78761062,97.34513274,96.90265487,96.46017699,96.01769912,95.13274336
鹿児島県日置市,住宅地,100,98.17913749,96.24032436,95.56210837,95.11979359,94.59638776,94.24990785,93.82970881,93.55694803,93.05565794,92.76078142
岩手県花巻市,住宅地,100,99.05422446,98.17150063,97.09962169,96.46910467,96.02774275,95.58638083,94.89281211,94.703657,95.20807062,96.27994956
山形県酒田市,住宅地,100,99.36264705,99.16601688,99.08465268,99.21686951,99.52198529,99.6847137,99.81693054,100.1389972,100.6678645,101.1289284
千葉県鴨川市,住宅地,100,100.660793,101.4317181,101.9823789,102.6431718,103.4140969,103.5242291,103.7444934,103.9647577,104.185022,104.4052863
三重県御浜町,住宅地,100,95.81497797,92.07048458,88.32599119,85.9030837,84.14096916,82.37885463,80.61674009,79.29515419,78.85462555,78.41409692
奈良県下市町,住宅地,100,98.01980198,95.92959296,93.39933993,90.4290429,87.23872387,84.04840484,80.85808581,77.99779978,75.46754675,72.93729373
沖縄県糸満市,工業地,100,108.3333333,118.4210526,131.5789474,166.6666667,219.7368421,268.8596491,345.1754386,434.6491228,482.4561404,526.3157895
北海道美瑛町,商業地,100,94.29824561,91.66666667,89.9122807,88.15789474,87.71929825,87.28070175,86.84210526,86.40350877,86.40350877,86.40350877
山形県大江町,商業地,100,97.36842105,95.1754386,92.98245614,90.78947368,88.59649123,86.40350877,84.21052632,82.89473684,81.57894737,80.70175439
宮崎県川南町,商業地,100,98.24561404,96.92982456,96.05263158,95.1754386,94.29824561,93.42105263,92.54385965,91.66666667,90.78947368,89.9122807
佐賀県嬉野市,住宅地,100,97.59299781,95.84245077,95.18599562,94.96717724,94.74835886,94.3107221,95.84245077,97.37417943,98.46827133,99.34354486
大分県豊後大野市,住宅地,100,98.9059081,98.03063457,97.81181619,97.81181619,97.81181619,97.37417943,97.37417943,97.59299781,98.24945295,98.68708972
福島県会津坂下町,住宅地,100,100,100,100,99.56331878,98.68995633,97.37991266,96.069869,94.3231441,93.01310044,91.70305677
茨城県北茨城市,住宅地,100,97.59825328,95.52401747,93.88646288,92.57641921,91.48471616,90.3930131,89.73799127,89.30131004,88.86462882,88.5371179
新潟県南魚沼市,住宅地,100,97.55458515,95.37117904,93.18777293,91.35371179,89.86899563,88.12227074,86.55021834,84.97816594,83.31877729,81.74672489
岡山県美作市,住宅地,100,97.37991266,95.19650655,93.01310044,90.82969432,88.64628821,86.4628821,84.71615721,82.96943231,81.22270742,79.47598253
高知県四万十町,住宅地,100,99.56331878,99.12663755,98.68995633,98.25327511,97.81659389,97.37991266,96.94323144,96.50655022,96.069869,95.63318777
佐賀県神埼市,住宅地,100,98.03921569,96.51416122,95.4248366,94.77124183,94.55337691,94.33551198,93.68191721,93.46405229,93.89978214,94.11764706
北海道栗山町,商業地,100,95.2173913,90.86956522,86.08695652,81.30434783,76.95652174,73.04347826,69.56521739,66.52173913,63.91304348,61.73913043
北海道浦河町,商業地,100,95.65217391,91.30434783,87.82608696,84.7826087,81.73913043,78.26086957,73.91304348,69.13043478,65.65217391,62.60869565
兵庫県多可町,商業地,100,98.69565217,97.39130435,96.08695652,95.2173913,94.34782609,93.91304348,93.47826087,93.04347826,92.60869565,92.17391304
群馬県太田市,工業地,100,98.9154013,98.48156182,98.26464208,98.48156182,98.9154013,98.48156182,98.69848156,99.56616052,100.867679,103.0368764
高知県黒潮町,住宅地,100,98.9154013,98.04772234,97.18004338,96.52928416,95.87852495,95.01084599,94.14316703,93.49240781,92.84164859,92.19088937
福岡県飯塚市,住宅地,100,97.93122123,96.69645275,96.01949634,95.27755213,95.00676956,95.59707555,98.35905768,101.9929597,106.6504197,111.1887354
滋賀県彦根市,工業地,100,100,100,100,100.4329004,101.0822511,101.0822511,101.7316017,103.6796537,105.8441558,108.4415584
愛媛県今治市,工業地,100,99.56709957,99.13419913,99.13419913,99.13419913,99.13419913,98.7012987,98.26839827,97.83549784,97.83549784,97.83549784
宮崎県えびの市,商業地,100,95.67099567,91.77489177,88.31168831,85.71428571,83.54978355,81.81818182,80.08658009,78.35497835,76.62337662,74.89177489
岐阜県輪之内町,住宅地,100,99.13606911,98.27213823,97.19222462,95.89632829,94.60043197,92.87257019,91.79265659,90.9287257,90.28077754,89.20086393
岐阜県揖斐川町,住宅地,100,97.40820734,95.24838013,93.30453564,91.57667387,89.63282937,87.68898488,85.52915767,82.93736501,80.56155508,78.18574514
茨城県水戸市,工業地,100,97.4137931,95.25862069,93.53448276,92.24137931,90.94827586,89.65517241,88.79310345,88.79310345,89.65517241,90.51724138
岩手県山田町,住宅地,100,100,100,99.13978495,98.27956989,96.77419355,93.97849462,89.89247312,85.80645161,82.15053763,78.92473118
福岡県大川市,住宅地,100,98.06451613,96.77419355,96.12903226,95.91397849,95.48387097,94.62365591,94.40860215,94.62365591,95.05376344,95.48387097
群馬県榛東村,住宅地,100,99.1416309,98.49785408,97.85407725,97.21030043,96.56652361,94.84978541,93.13304721,91.63090129,90.34334764,89.48497854
三重県南伊勢町,住宅地,100,95.27896996,90.98712446,87.12446352,84.54935622,82.40343348,80.25751073,78.54077253,77.25321888,75.96566524,74.67811159
北海道美唄市,商業地,100,93.13304721,86.69527897,80.25751073,74.67811159,69.527897,64.80686695,60.94420601,57.08154506,54.07725322,52.78969957
岐阜県関ケ原町,住宅地,100,97.43589744,95.08547009,93.16239316,91.23931624,89.52991453,87.82051282,86.32478632,84.82905983,83.54700855,82.47863248
静岡県南伊豆町,住宅地,100,97.86324786,96.15384615,94.44444444,92.73504274,91.02564103,89.31623932,87.17948718,85.47008547,84.18803419,83.33333333
福井県大野市,住宅地,100,96.59574468,92.90780142,89.21985816,86.24113475,84.11347518,82.12765957,79.57446809,77.0212766,74.60992908,72.05673759
熊本県宇城市,住宅地,100,101.2765957,102.1276596,103.4042553,105.3900709,107.3758865,108.6524823,110.3546099,111.7730496,113.9007092,116.8794326
宮城県蔵王町,商業地,100,97.44680851,95.31914894,93.19148936,91.06382979,88.93617021,85.10638298,82.12765957,79.57446809,77.44680851,76.17021277
茨城県城里町,商業地,100,92.76595745,88.5106383,85.53191489,82.9787234,80.42553191,77.87234043,75.31914894,72.76595745,70.21276596,68.5106383
鹿児島県屋久島町,商業地,100,97.0212766,94.46808511,92.34042553,90.63829787,88.93617021,86.38297872,83.82978723,82.12765957,80.42553191,78.72340426
島根県江津市,住宅地,100,98.58356941,97.30878187,96.31728045,95.4674221,94.61756374,93.76770538,92.91784703,92.20963173,91.64305949,90.93484419
東京都小笠原村,住宅地,100,100,100,100,100,100,100,100,100,100,100
長野県富士見町,住宅地,100,97.66949153,95.76271186,94.06779661,92.37288136,90.46610169,88.55932203,86.86440678,85.38135593,84.3220339,83.47457627
愛媛県愛南町,住宅地,100,96.61016949,93.11440678,90.78389831,88.98305085,87.71186441,86.44067797,85.27542373,84.11016949,82.94491525,81.46186441
福島県伊達市,住宅地,100,101.4814815,102.7513228,103.8095238,104.7089947,105.7142857,106.3756614,107.3703704,108.3068783,109.2962963,110.5661376
茨城県大洗町,住宅地,100,98.31045407,97.04329461,95.88173178,94.72016895,93.66420275,92.60823654,91.65786695,90.70749736,89.86272439,89.12354805
栃木県那須塩原市,住宅地,100,98.15205913,96.72650475,95.40654699,94.13938754,92.9250264,91.34107709,90.07391763,88.85955649,87.75079197,86.69482577
福岡県大刀洗町,住宅地,100,99.15611814,98.73417722,98.31223629,98.10126582,99.78902954,100.8438819,102.1097046,104.8523207,109.07173,112.4472574
茨城県那珂市,住宅地,100,98.12341861,97.09375879,96.55608659,96.12735451,95.76890638,95.44560022,95.22771999,95.15040765,95.14689345,95.14337925
北海道帯広市,住宅地,100,99.98547356,99.97094712,100.2469494,101.3800116,104.4741429,108.9628123,117.7222545,129.3724579,144.131319,149.6223126
長野県安曇野市,住宅地,100,99.73684211,99.94736842,100.6315789,101.5263158,102.5789474,103,103.4736842,104.1578947,105.2631579,106.4736842
新潟県新潟市江南区,工業地,100,99.3697479,99.3697479,100,101.8907563,104.8319328,106.7226891,109.4537815,112.8151261,116.5966387,119.9579832
三重県鈴鹿市,工業地,100,98.03921569,96.49859944,95.23809524,94.95798319,95.09803922,94.53781513,94.53781513,95.09803922,96.35854342,98.03921569
福岡県直方市,住宅地,100,97.89915966,96.63865546,95.69327731,95.27310924,94.95798319,94.64285714,94.74789916,95.16806723,96.11344538,97.26890756
千葉県横芝光町,商業地,100,100,100,100,100,100,100,100,100,100,100
和歌山県和歌山市,工業地,100,96.85534591,94.33962264,92.45283019,90.98532495,89.93710692,88.46960168,87.42138365,86.58280922,86.37316562,87.42138365
長野県木曽町,住宅地,100,96.01677149,92.66247379,89.93710692,87.42138365,84.90566038,82.38993711,79.87421384,77.35849057,75.0524109,72.74633124
長野県松本市,工業地,100,97.48953975,96.65271967,96.65271967,96.65271967,96.65271967,95.81589958,96.23430962,97.48953975,99.16317992,101.2552301
鹿児島県南種子町,商業地,100,95.39748954,91.21338912,87.44769874,84.10041841,82.0083682,80.33472803,78.66108787,76.9874477,75.73221757,75.31380753
茨城県日立市,工業地,100,97.49478079,95.40709812,93.84133612,92.37995825,91.33611691,90.08350731,89.35281837,89.1440501,89.03966597,89.1440501
三重県川越町,工業地,100,98.75,97.91666667,97.5,97.5,97.91666667,97.5,97.5,99.58333333,102.0833333,105
福島県鏡石町,住宅地,100,102.2222222,104.1666667,105.9722222,107.5,109.0277778,109.7222222,110.5555556,111.9444444,115.4166667,120.4166667
岐阜県山県市,住宅地,100,98.54166667,97.70833333,97.08333333,96.25,95.20833333,93.75,92.5,91.45833333,90.625,89.79166667
滋賀県甲賀市,住宅地,100,98.88020833,97.68229167,96.69270833,95.65104167,94.79166667,93.85416667,93.15104167,93.046875,93.33333333,94.08854167
鳥取県倉吉市,住宅地,100,98.08492923,96.2531224,95.17069109,94.67110741,94.2131557,93.67194005,93.32223147,93.19733555,93.00582848,92.88093256
岐阜県海津市,住宅地,100,97.710718,95.73361082,93.86056191,91.98751301,90.01040583,87.61706556,85.22372529,83.55879292,82.31009365,81.47762747
熊本県長洲町,商業地,100,95.43568465,91.28630705,88.7966805,87.13692946,86.30705394,85.89211618,85.89211618,85.47717842,85.06224066,84.6473029
福島県南相馬市,住宅地,100,105.3830228,109.8343685,112.9399586,114.699793,116.0455487,116.252588,115.8385093,114.699793,113.6645963,112.2153209
石川県志賀町,商業地,100,95.0310559,90.68322981,86.95652174,83.436853,79.91718427,76.39751553,73.29192547,69.35817805,65.83850932,60.04140787
栃木県日光市,住宅地,100,97.24137931,95.10344828,93.44827586,91.93103448,90.4137931,88.62068966,87.24137931,86,84.96551724,83.93103448
長崎県時津町,工業地,100,97.10743802,95.04132231,93.38842975,92.14876033,90.90909091,89.66942149,88.42975207,87.60330579,87.19008264,87.19008264
熊本県山鹿市,住宅地,100,98.34710744,97.38292011,96.96969697,96.83195592,97.10743802,97.10743802,96.83195592,96.69421488,96.96969697,97.52066116
北海道日高町,商業地,100,94.62809917,89.25619835,85.12396694,81.40495868,77.27272727,72.31404959,67.76859504,65.70247934,65.70247934,65.70247934
山形県庄内町,商業地,100,97.52066116,95.04132231,92.97520661,90.90909091,89.25619835,87.60330579,85.95041322,85.12396694,84.29752066,83.88429752
長野県伊那市,住宅地,100,98.9010989,97.93956044,96.97802198,96.01648352,95.05494505,94.09340659,93.13186813,92.30769231,91.48351648,90.65934066
岐阜県八百津町,商業地,100,97.5308642,95.47325103,93.00411523,90.53497942,88.47736626,86.41975309,84.36213992,82.71604938,81.48148148,80.24691358
千葉県木更津市,工業地,100,101.1305242,102.1582734,103.4943474,104.8304214,106.5775951,107.8108941,110.0719424,113.4635149,118.9105858,124.8715313
和歌山県九度山町,住宅地,100,97.53593429,95.27720739,93.2238193,91.99178645,90.75975359,89.52772074,88.29568789,87.06365503,86.03696099,84.80492813
山形県東根市,住宅地,100,99.17920657,98.76880985,98.76880985,99.45280438,100.9575923,102.4623803,103.9671683,106.2927497,109.0287278,112.1751026
宮城県大衡村,商業地,100,99.59016393,98.7704918,98.36065574,98.36065574,98.36065574,98.36065574,98.36065574,98.36065574,98.36065574,98.36065574
山形県河北町,商業地,100,98.36065574,97.13114754,95.90163934,94.67213115,93.44262295,92.21311475,91.39344262,90.98360656,90.57377049,90.16393443
島根県川本町,商業地,100,92.62295082,86.06557377,79.91803279,76.63934426,74.59016393,72.54098361,70.08196721,67.62295082,65.57377049,63.52459016
長野県駒ヶ根市,住宅地,100,97.95501022,95.91002045,94.06952965,92.43353783,90.79754601,89.16155419,87.73006135,86.70756646,85.88957055,85.07157464
福井県若狭町,住宅地,100,99.18367347,98.16326531,96.32653061,94.08163265,91.2244898,88.57142857,86.12244898,84.08163265,82.24489796,80.6122449
高知県中土佐町,住宅地,100,98.57142857,97.34693878,96.12244898,95.10204082,94.08163265,92.65306122,91.42857143,90.20408163,88.97959184,87.75510204
茨城県笠間市,住宅地,100,96.82410423,94.29967427,92.4267101,90.71661238,89.16938111,87.70358306,86.40065147,85.34201954,84.60912052,83.95765472
栃木県栃木市,住宅地,100,98.40488527,97.24895139,96.36688872,95.53417222,94.12163829,92.5067851,91.49025413,90.59708858,89.83839132,89.27707871
愛知県知多市,工業地,100,100,99.32157395,98.91451832,98.91451832,98.91451832,97.69335142,99.05020353,101.7639077,104.6132972,107.5983718
山梨県忍野村,住宅地,100,99.3902439,98.98373984,99.3902439,100,100.8130081,101.2195122,101.6260163,102.0325203,102.4390244,103.0487805
長野県小諸市,住宅地,100,97.56592292,95.53752535,94.11764706,93.30628803,92.90060852,92.69776876,92.69776876,92.69776876,92.69776876,93.10344828
茨城県高萩市,住宅地,100,96.7611336,94.06207827,91.76788124,90.14844804,88.79892038,87.31443995,86.50472335,86.09986505,85.56005398,84.88529015
長野県大町市,商業地,100,97.5708502,95.1417004,93.11740891,91.49797571,89.87854251,87.85425101,86.23481781,84.61538462,82.99595142,81.78137652
滋賀県豊郷町,商業地,100,99.1902834,98.3805668,97.5708502,96.7611336,95.951417,94.73684211,94.33198381,95.5465587,95.1417004,95.1417004
宮崎県門川町,商業地,100,99.1902834,98.3805668,97.9757085,97.9757085,97.9757085,97.9757085,97.9757085,97.9757085,97.9757085,97.9757085
千葉県勝浦市,住宅地,100,98.98989899,97.97979798,96.96969697,96.36363636,95.75757576,94.54545455,93.73737374,92.92929293,92.12121212,91.51515152
熊本県御船町,住宅地,100,99.7979798,98.98989899,98.78787879,99.19191919,100,100.2020202,101.2121212,102.6262626,104.8484848,107.4747475
鹿児島県曽於市,商業地,100,94.75100942,89.90578735,85.86810229,83.31090175,81.15746972,79.13862719,77.25437416,75.77388964,74.29340511,72.94751009
兵庫県加東市,住宅地,100,98.78892734,97.86620531,96.94348328,96.07843137,95.44405998,94.92502884,94.57900807,94.23298731,94.11764706,94.34832757
福島県西郷村,住宅地,100,101.0080645,101.4112903,101.4112903,101.4112903,101.4112903,101.4112903,101.4112903,102.2177419,103.0241935,104.233871
北海道美幌町,商業地,100,95.56451613,92.74193548,91.53225806,90.32258065,88.70967742,87.09677419,85.48387097,83.87096774,82.25806452,80.64516129
福島県小野町,商業地,100,98.79032258,97.58064516,96.37096774,95.16129032,93.9516129,92.74193548,91.93548387,91.53225806,90.72580645,89.91935484
広島県東広島市,工業地,100,101.6096579,103.8229376,107.2434608,111.2676056,116.9014085,119.7183099,122.9376258,125.7545272,128.9738431,132.3943662
和歌山県紀の川市,住宅地,100,97.23479135,94.87179487,92.91101056,91.15133233,89.84414279,88.53695324,87.38059326,86.22423328,85.31925591,84.46455505
新潟県長岡市,工業地,100,98.09236948,96.48594378,95.48192771,94.77911647,94.77911647,94.47791165,94.37751004,94.57831325,95.08032129,95.78313253
和歌山県由良町,住宅地,100,95.3815261,91.16465863,87.34939759,84.13654618,81.12449799,78.31325301,75.90361446,73.69477912,71.8875502,70.08032129
福島県浅川町,商業地,100,97.99196787,96.38554217,94.77911647,93.17269076,91.56626506,89.55823293,85.14056225,81.52610442,78.31325301,75.50200803
福岡県北九州市若松区,工業地,100,98.89669007,97.99398195,97.69307924,97.59277834,98.09428285,98.59578736,99.69909729,101.4042126,104.9147442,112.337011
富山県南砺市,住宅地,100,97.43384122,94.78748998,92.30152366,90.13632719,88.61267041,87.48997594,86.76824379,86.12670409,85.56535686,85.08420209
山口県山陽小野田市,住宅地,100,98.69739479,97.99599198,97.49498998,97.69539078,98.09619238,98.19639279,98.49699399,98.79759519,99.3987976,100.1002004
奈良県宇陀市,住宅地,100,99.42718118,98.67266176,97.82267254,97.00040036,96.2181639,95.31582027,94.50586677,93.72978966,92.95371254,92.14067938
宮城県大和町,住宅地,100,102.8022418,105.9247398,109.5276221,115.1321057,123.378703,129.5436349,141.7133707,157.2457966,173.0424339,185.3963171
栃木県真岡市,住宅地,100,98.64898674,97.52314236,96.4473355,95.50913185,94.65849387,93.45759319,92.65699274,91.88141106,91.2834626,90.98824118
三重県鳥羽市,住宅地,100,95.2,90.6,86.8,84,82.2,80.2,78.6,77.4,76.6,75.8
徳島県美馬市,住宅地,100,97.2,94.8,92.4,90.4,88.4,86,84,82.4,80.8,79.2
熊本県益城町,住宅地,100,99.8,95.2,96.6,99.2,101,101.8,103,104.6,107.4,111.6
石川県珠洲市,商業地,100,94.4,88.8,83.6,78.4,74,70,66,62,57.2,47.6
熊本県阿蘇市,商業地,100,95.6,90,86,83.6,82.8,82.4,82,82,82.4,83.2
長野県飯田市,住宅地,100,99.12070344,98.48121503,98.16147082,97.84172662,97.52198241,97.12230216,96.80255795,96.5627498,96.32294165,96.08313349
新潟県新潟市東区,工業地,100,98.80239521,98.40319361,99.20159681,100.998004,104.1916168,105.3892216,106.9860279,108.9820359,110.5788423,111.9760479
京都府与謝野町,住宅地,100,98.00796813,96.41434263,95.01992032,93.62549801,92.82868526,92.62948207,92.62948207,92.62948207,92.43027888,92.43027888
宮城県東松島市,住宅地,100,100.3412969,100.0568828,99.54493743,98.86234357,98.00910125,97.15585893,97.6109215,98.35039818,100.4550626,103.0716724
奈良県五條市,住宅地,100,98.11227024,96.27421759,94.33681073,92.39940387,90.16393443,87.77943368,85.34525584,83.06010929,80.92399404,78.83755589
徳島県徳島市,工業地,100,99.20529801,98.67549669,98.54304636,98.41059603,98.41059603,97.8807947,98.14569536,98.80794702,100.5298013,102.5165563
福井県あわら市,住宅地,100,95.63492063,92.46031746,89.81481481,87.56613757,85.31746032,83.73015873,82.01058201,80.15873016,78.30687831,76.45502646
静岡県御前崎市,住宅地,100,98.67724868,97.75132275,97.48677249,97.22222222,96.56084656,95.10582011,94.44444444,94.04761905,93.78306878,93.12169312
鳥取県八頭町,住宅地,100,98.61111111,97.12301587,94.94047619,93.75,92.06349206,90.67460317,89.58333333,89.38492063,88.88888889,88.88888889
佐賀県鹿島市,住宅地,100,97.75132275,96.16402116,95.5026455,94.97354497,94.57671958,94.31216931,94.31216931,94.31216931,94.31216931,94.17989418
宮城県美里町,商業地,100,98.41269841,97.22222222,96.42857143,95.23809524,94.04761905,92.85714286,92.46031746,92.06349206,91.66666667,91.66666667
福岡県大牟田市,住宅地,100,97.99582463,96.53444676,95.4697286,94.50939457,93.6743215,92.60960334,91.98329854,91.75365344,91.83716075,91.98329854
広島県安芸高田市,住宅地,100,98.61386139,98.21782178,98.01980198,97.82178218,97.82178218,97.82178218,97.62376238,97.62376238,97.62376238,97.62376238
佐賀県小城市,住宅地,100,98.81188119,98.71287129,99.5049505,100.2970297,101.7821782,102.0792079,103.2673267,104.7524752,106.1386139,107.8217822
茨城県阿見町,住宅地,100,99.24117453,98.91125041,98.68030353,98.71329594,98.74628835,98.51534147,98.64731112,99.67007588,101.3196965,103.926097
大分県津久見市,住宅地,100,96.96569921,94.59102902,92.21635884,90.89709763,89.70976253,88.65435356,87.73087071,86.80738786,85.88390501,84.96042216
秋田県大館市,商業地,100,94.06332454,89.05013193,85.09234828,82.05804749,79.68337731,77.57255937,75.72559367,74.14248021,72.69129288,71.50395778
群馬県みどり市,住宅地,100,99.70326409,99.60435213,99.30761622,98.91196835,98.51632047,97.42828882,96.63699308,95.9446093,95.54896142,95.64787339
福島県猪苗代町,商業地,100,98.81422925,97.6284585,96.44268775,95.256917,93.28063241,90.90909091,88.14229249,84.98023715,82.21343874,79.0513834
山形県上山市,住宅地,100,99.11330049,98.62068966,98.12807882,97.83251232,97.83251232,97.73399015,97.63546798,97.83251232,98.02955665,98.32512315
新潟県湯沢町,住宅地,100,96.8503937,94.09448819,91.33858268,89.37007874,87.79527559,86.22047244,84.84251969,83.66141732,82.28346457,80.90551181
北海道斜里町,商業地,100,96.06299213,92.51968504,90.15748031,87.79527559,85.82677165,83.85826772,81.88976378,79.92125984,77.55905512,75.59055118
埼玉県ときがわ町,商業地,100,98.42519685,96.8503937,94.88188976,90.94488189,87.79527559,85.82677165,84.2519685,83.07086614,81.88976378,80.70866142
茨城県水海道市,住宅地,100,93.31293706,92.3513986,89.07342657,87.41258741,86.27622378,85.27097902,84.35314685,83.69755245,83.21678322,82.77972028
福岡県北九州市門司区,工業地,100,98.50628931,97.64150943,97.48427673,97.64150943,98.42767296,99.44968553,101.1006289,103.3018868,105.9748428,109.827044
佐賀県伊万里市,住宅地,100,96.26719057,94.49901768,93.32023576,92.73084479,92.53438114,92.14145383,91.94499018,91.94499018,91.94499018,92.73084479
福島県二本松市,住宅地,100,101.5632364,103.2835821,104.6032993,105.4438335,105.3181461,105.1060487,104.8782404,104.6425766,104.3990573,104.1791045
鹿児島県いちき串木野市,住宅地,100,95.88235294,92.25490196,89.50980392,87.05882353,84.60784314,81.8627451,79.50980392,77.05882353,74.80392157,72.64705882
北海道倶知安町,商業地,100,105.8823529,115.6862745,156.8627451,249.0196078,392.1568627,474.5098039,494.1176471,509.8039216,549.0196078,611.7647059
高知県黒潮町,商業地,100,98.43137255,97.25490196,96.07843137,95.29411765,94.50980392,93.33333333,92.15686275,91.37254902,90.58823529,89.80392157
佐賀県みやき町,商業地,100,98.82352941,98.03921569,97.25490196,96.47058824,94.90196078,92.94117647,91.76470588,90.98039216,90.98039216,91.37254902
岩手県久慈市,住宅地,100,98.69451697,96.86684073,95.03916449,93.47258486,91.90600522,90.33942559,88.90339426,87.07571802,84.33420366,81.9843342
京都府舞鶴市,工業地,100,96.67318982,93.73776908,91.38943249,90.21526419,90.01956947,89.82387476,89.62818004,89.62818004,90.01956947,90.80234834
千葉県館山市,住宅地,100,100.1956947,100.1956947,100.1956947,100.1956947,100.1956947,99.80430528,99.60861057,99.60861057,99.60861057,99.80430528
大分県中津市,住宅地,100,99.41291585,99.11937378,99.31506849,99.60861057,99.90215264,100.2935421,100.1956947,100.1956947,100.2935421,100.7827789
秋田県由利本荘市,商業地,100,96.61016949,94.26336375,93.22033898,92.30769231,91.78617992,91.26466754,90.78226858,90.87353325,91.46023468,92.30769231
島根県雲南市,商業地,100,97.26205997,95.43676662,94.39374185,93.35071708,92.30769231,91.13428944,90.09126467,88.65710561,87.48370274,86.57105606
石川県かほく市,住宅地,100,98.72922776,97.94721408,97.84946237,98.24046921,99.1202346,99.80449658,101.0752688,104.4965787,107.8201369,111.143695
兵庫県西脇市,住宅地,100,97.98994975,96.42657733,94.97487437,93.63484087,92.51814629,91.68062535,90.84310441,90.17308766,89.55890564,89.11222781
千葉県八街市,住宅地,100,99.86979167,99.73958333,99.609375,99.47916667,99.34895833,98.69791667,98.17708333,97.65625,97.265625,97.00520833
埼玉県越生町,住宅地,100,99.02534113,98.05068226,97.27095517,96.49122807,95.71150097,94.73684211,94.15204678,93.56725146,93.17738791,92.78752437
群馬県高崎市,工業地,100,97.53566796,95.97924773,95.20103761,95.20103761,96.49805447,96.49805447,97.01686122,97.92477302,99.48119326,101.6861219
北海道名寄市,商業地,100,96.49805447,96.49805447,96.49805447,96.49805447,96.49805447,95.3307393,93.77431907,92.21789883,91.05058366,89.88326848
千葉県市原市,工業地,100,100,100.0971345,100.4856727,102.1369597,106.0223409,109.7134531,115.0558524,121.2724624,130.4031083,142.9334628
福岡県芦屋町,住宅地,100,99.22330097,98.44660194,98.05825243,97.47572816,97.47572816,97.47572816,97.47572816,98.05825243,99.22330097,100.3883495
山口県宇部市,住宅地,100,98.13664596,96.73913043,95.96273292,95.41925466,95.26397516,94.95341615,94.8757764,95.10869565,95.65217391,96.19565217
千葉県佐倉市,工業地,100,101.9379845,103.4883721,106.5891473,109.6899225,113.1782946,115.1162791,118.6046512,124.0310078,130.620155,139.1472868
兵庫県小野市,工業地,100,100,100,100.7751938,102.7131783,104.6511628,106.5891473,109.3023256,114.3410853,121.3178295,128.6821705
熊本県八代市,住宅地,100,98.32582099,96.90920798,96.13650998,95.62137798,95.10624598,94.46233097,94.14037347,93.68963297,93.04571797,92.40180296
青森県十和田市,商業地,100,99.22779923,98.84169884,98.84169884,98.84169884,98.84169884,98.84169884,98.06949807,98.06949807,98.06949807,98.06949807
山形県尾花沢市,商業地,100,96.52509653,93.05019305,89.57528958,86.1003861,82.62548263,79.15057915,76.44787645,74.51737452,72.97297297,71.42857143
栃木県高根沢町,住宅地,100,99.15188897,98.53508096,98.07247494,97.76407093,97.45566692,96.83885891,96.45335389,96.06784888,95.68234387,95.29683886
広島県北広島町,住宅地,100,98.07321773,96.91714836,95.95375723,95.37572254,93.83429672,91.90751445,90.94412331,89.98073218,89.21001927,88.82466281
岡山県倉敷市,工業地,100,98.94230769,97.40384615,97.11538462,97.98076923,98.75,98.46153846,98.75,100.0961538,101.8269231,104.2307692
奈良県高取町,住宅地,100,98.07692308,96.92307692,95.76923077,94.61538462,93.58974359,92.30769231,91.02564103,89.74358974,88.46153846,87.17948718
北海道根室市,商業地,100,98.84615385,98.07692308,98.07692308,97.30769231,96.92307692,96.53846154,96.15384615,95,93.84615385,92.69230769
